n, cpu_time
1625, 0.003062
1626, 0.003196
1627, 0.003125
1628, 0.002927
1629, 0.003123
1630, 0.003147
1631, 0.003133
1632, 0.003206
1633, 0.003301
1634, 0.003115
1635, 0.003147
1636, 0.002998
1637, 0.003043
1638, 0.003134
1639, 0.003028
1640, 0.003301
1641, 0.00299
1642, 0.002908
1643, 0.003179
1644, 0.00292
1645, 0.003324
1646, 0.003275
1647, 0.003226
1648, 0.003344
1649, 0.002936
1650, 0.003227
1651, 0.00305
1652, 0.003183
1653, 0.003166
1654, 0.003071
1655, 0.003288
1656, 0.003202
1657, 0.003014
1658, 0.003232
1659, 0.003173
1660, 0.003304
1661, 0.003315
1662, 0.003187
1663, 0.00307
1664, 0.003189
1665, 0.003163
1666, 0.003246
1667, 0.00308
1668, 0.003127
1669, 0.003282
1670, 0.003127
1671, 0.003366
1672, 0.003156
1673, 0.003199
1674, 0.003572
1675, 0.003442
1676, 0.003192
1677, 0.003163
1678, 0.003096
1679, 0.003273
1680, 0.003141
1681, 0.003378
1682, 0.003092
1683, 0.003091
1684, 0.003363
1685, 0.00309
1686, 0.003253
1687, 0.003304
1688, 0.0034
1689, 0.0036
1690, 0.003286
1691, 0.003405
1692, 0.003181
1693, 0.003283
1694, 0.003402
1695, 0.003203
1696, 0.003267
1697, 0.003083
1698, 0.003079
1699, 0.003547
1700, 0.003434
1701, 0.003432
1702, 0.00341
1703, 0.003347
1704, 0.003269
1705, 0.003287
1706, 0.003396
1707, 0.003192
1708, 0.003255
1709, 0.003977
1710, 0.003437
1711, 0.0033
1712, 0.00319
1713, 0.003704
1714, 0.003495
1715, 0.003608
1716, 0.003241
1717, 0.003199
1718, 0.003521
1719, 0.003305
1720, 0.003503
1721, 0.003258
1722, 0.003273
1723, 0.003626
1724, 0.003389
1725, 0.003565
1726, 0.003496
1727, 0.003692
1728, 0.003614
1729, 0.003507
1730, 0.003395
1731, 0.003259
1732, 0.003645
1733, 0.003178
1734, 0.003611
1735, 0.003346
1736, 0.003275
1737, 0.003536
1738, 0.003486
1739, 0.003745
1740, 0.003617
1741, 0.003602
1742, 0.003343
1743, 0.003496
1744, 0.00347
1745, 0.003336
1746, 0.003554
1747, 0.003383
1748, 0.00368
1749, 0.003403
1750, 0.003327
1751, 0.003696
1752, 0.003686
1753, 0.003663
1754, 0.003406
1755, 0.003455
1756, 0.003486
1757, 0.003568
1758, 0.003549
1759, 0.003445
1760, 0.003783
1761, 0.003493
1762, 0.003754
1763, 0.003592
1764, 0.003711
1765, 0.003885
1766, 0.003661
1767, 0.003619
1768, 0.003435
1769, 0.003764
1770, 0.003498
1771, 0.003734
1772, 0.003491
1773, 0.003422
1774, 0.0037
1775, 0.003638
1776, 0.003788
1777, 0.003765
1778, 0.003835
1779, 0.003492
1780, 0.003746
1781, 0.003518
1782, 0.003599
1783, 0.003676
1784, 0.003777
1785, 0.003593
1786, 0.00349
1787, 0.003875
1788, 0.003915
1789, 0.003891
1790, 0.003552
1791, 0.003705
1792, 0.003632
1793, 0.004331
1794, 0.003741
1795, 0.003785
1796, 0.003882
1797, 0.00386
1798, 0.003645
1799, 0.003822
1800, 0.004209
1801, 0.003793
1802, 0.003746
1803, 0.003634
1804, 0.003913
1805, 0.003635
1806, 0.003875
1807, 0.003597
1808, 0.003663
1809, 0.003722
1810, 0.003911
1811, 0.003915
1812, 0.004012
1813, 0.003891
1814, 0.003888
1815, 0.003757
1816, 0.003602
1817, 0.003958
1818, 0.003732
1819, 0.003892
1820, 0.00359
1821, 0.003845
1822, 0.00388
1823, 0.004009
1824, 0.003897
1825, 0.003786
1826, 0.00377
1827, 0.003905
1828, 0.0039
1829, 0.003814
1830, 0.004165
1831, 0.003884
1832, 0.003798
1833, 0.003775
1834, 0.004392
1835, 0.004025
1836, 0.00396
1837, 0.003725
1838, 0.003942
1839, 0.003817
1840, 0.003957
1841, 0.003728
1842, 0.004043
1843, 0.003965
1844, 0.004004
1845, 0.003869
1846, 0.004139
1847, 0.003972
1848, 0.004184
1849, 0.003639
1850, 0.003875
1851, 0.003914
1852, 0.004106
1853, 0.003811
1854, 0.003816
1855, 0.003895
1856, 0.004032
1857, 0.004125
1858, 0.004011
1859, 0.004156
1860, 0.003942
1861, 0.003912
1862, 0.003839
1863, 0.004096
1864, 0.003971
1865, 0.004005
1866, 0.003775
1867, 0.004121
1868, 0.004241
1869, 0.004101
1870, 0.003863
1871, 0.004055
1872, 0.003877
1873, 0.004335
1874, 0.003918
1875, 0.004177
1876, 0.003933
1877, 0.00413
1878, 0.004041
1879, 0.004294
1880, 0.004194
1881, 0.004289
1882, 0.003928
1883, 0.004179
1884, 0.00408
1885, 0.004347
1886, 0.00428
1887, 0.00429
1888, 0.004067
1889, 0.00439
1890, 0.004228
1891, 0.00483
1892, 0.004306
1893, 0.004115
1894, 0.004024
1895, 0.004134
1896, 0.004248
1897, 0.004057
1898, 0.004151
1899, 0.00415
1900, 0.004284
1901, 0.004166
1902, 0.004483
1903, 0.004258
1904, 0.004256
1905, 0.003995
1906, 0.004421
1907, 0.004059
1908, 0.004303
1909, 0.003927
1910, 0.004257
1911, 0.004197
1912, 0.00436
1913, 0.004216
1914, 0.004278
1915, 0.004153
1916, 0.004241
1917, 0.004162
1918, 0.004449
1919, 0.00423
1920, 0.004194
1921, 0.004222
1922, 0.00458
1923, 0.004473
1924, 0.004036
1925, 0.003984
1926, 0.004192
1927, 0.004364
1928, 0.004159
1929, 0.004364
1930, 0.00459
1931, 0.004563
1932, 0.004373
1933, 0.004689
1934, 0.004261
1935, 0.004313
1936, 0.004256
1937, 0.004508
1938, 0.004373
1939, 0.004223
1940, 0.004057
1941, 0.004314
1942, 0.00455
1943, 0.004392
1944, 0.004533
1945, 0.004093
1946, 0.004506
1947, 0.004102
1948, 0.004509
1949, 0.00436
1950, 0.004318
1951, 0.004087
1952, 0.004738
1953, 0.004665
1954, 0.004442
1955, 0.004198
1956, 0.004265
1957, 0.004463
1958, 0.004315
1959, 0.004506
1960, 0.004255
1961, 0.004699
1962, 0.004547
1963, 0.004691
1964, 0.004505
1965, 0.004403
1966, 0.00435
1967, 0.004634
1968, 0.004614
1969, 0.004279
1970, 0.00442
1971, 0.004297
1972, 0.004649
1973, 0.004495
1974, 0.004546
1975, 0.00448
1976, 0.004505
1977, 0.00428
1978, 0.004569
1979, 0.004578
1980, 0.00435
1981, 0.004761
1982, 0.004701
1983, 0.004733
1984, 0.004293
1985, 0.004557
1986, 0.004527
1987, 0.004446
1988, 0.004502
1989, 0.004572
1990, 0.004641
1991, 0.004644
1992, 0.004856
1993, 0.00457
1994, 0.004493
1995, 0.004486
1996, 0.004524
1997, 0.004779
1998, 0.004356
1999, 0.00461
2000, 0.00457
2001, 0.004836
2002, 0.004685
2003, 0.004625
2004, 0.00472
2005, 0.004832
2006, 0.005286
2007, 0.004894
2008, 0.004647
2009, 0.00477
2010, 0.004837
2011, 0.004834
2012, 0.004328
2013, 0.004653
2014, 0.004634
2015, 0.004785
2016, 0.004772
2017, 0.004614
2018, 0.004755
2019, 0.004831
2020, 0.005
2021, 0.004815
2022, 0.004502
2023, 0.004843
2024, 0.005089
2025, 0.00469
2026, 0.004588
2027, 0.004797
2028, 0.004859
2029, 0.004847
2030, 0.004874
2031, 0.005284
2032, 0.005511
2033, 0.005576
2034, 0.004987
2035, 0.004929
2036, 0.004993
2037, 0.005248
2038, 0.004765
2039, 0.005034
2040, 0.004851
2041, 0.005059
2042, 0.005219
2043, 0.004881
2044, 0.00477
2045, 0.005374
2046, 0.005342
2047, 0.004938
2048, 0.004853
2049, 0.004741
2050, 0.004925
2051, 0.004981
2052, 0.005267
2053, 0.004995
2054, 0.004948
2055, 0.005201
2056, 0.005031
2057, 0.004667
2058, 0.004909
2059, 0.004745
2060, 0.004928
2061, 0.004713
2062, 0.004875
2063, 0.0051
2064, 0.005171
2065, 0.004847
2066, 0.004917
2067, 0.004932
2068, 0.005026
2069, 0.004887
2070, 0.004885
2071, 0.004946
2072, 0.00525
2073, 0.00527
2074, 0.004953
2075, 0.004836
2076, 0.00503
2077, 0.004682
2078, 0.005239
2079, 0.005088
2080, 0.005013
2081, 0.005339
2082, 0.00539
2083, 0.005023
2084, 0.004887
2085, 0.005092
2086, 0.005073
2087, 0.004893
2088, 0.005708
2089, 0.005308
2090, 0.005082
2091, 0.005215
2092, 0.005245
2093, 0.004792
2094, 0.005256
2095, 0.005132
2096, 0.004869
2097, 0.005107
2098, 0.005351
2099, 0.005149
2100, 0.005191
2101, 0.00501
2102, 0.005043
2103, 0.004836
2104, 0.005205
2105, 0.00538
2106, 0.005147
2107, 0.005598
2108, 0.005569
2109, 0.005045
2110, 0.005152
2111, 0.005223
2112, 0.005275
2113, 0.005326
2114, 0.005224
2115, 0.005128
2116, 0.005434
2117, 0.005297
2118, 0.005068
2119, 0.005149
2120, 0.005121
2121, 0.005148
2122, 0.005165
2123, 0.005092
2124, 0.005222
2125, 0.005587
2126, 0.00513
2127, 0.005204
2128, 0.005172
2129, 0.005215
2130, 0.005271
2131, 0.004994
2132, 0.005349
2133, 0.005481
2134, 0.005316
2135, 0.005211
2136, 0.005329
2137, 0.005064
2138, 0.005294
2139, 0.005253
2140, 0.005019
2141, 0.005349
2142, 0.005521
2143, 0.005215
2144, 0.005278
2145, 0.005155
2146, 0.005186
2147, 0.005099
2148, 0.005484
2149, 0.005521
2150, 0.005727
2151, 0.005476
2152, 0.00531
2153, 0.005143
2154, 0.005375
2155, 0.005363
2156, 0.005655
2157, 0.005159
2158, 0.005593
2159, 0.005716
2160, 0.005216
2161, 0.005285
2162, 0.005336
2163, 0.00538
2164, 0.005414
2165, 0.005041
2166, 0.00579
2167, 0.00552
2168, 0.005134
2169, 0.005262
2170, 0.005593
2171, 0.005279
2172, 0.005387
2173, 0.005568
2174, 0.00562
2175, 0.005567
2176, 0.005759
2177, 0.005227
2178, 0.00569
2179, 0.005565
2180, 0.005427
2181, 0.005734
2182, 0.005726
2183, 0.006095
2184, 0.005313
2185, 0.0054
2186, 0.005472
2187, 0.005376
2188, 0.005693
2189, 0.005304
2190, 0.005751
2191, 0.005665
2192, 0.005579
2193, 0.005648
2194, 0.005403
2195, 0.005442
2196, 0.005586
2197, 0.005468
2198, 0.005768
2199, 0.005781
2200, 0.005422
2201, 0.005501
2202, 0.005467
2203, 0.005447
2204, 0.005829
2205, 0.005586
2206, 0.005776
2207, 0.005849
2208, 0.005662
2209, 0.005367
2210, 0.005791
2211, 0.005695
2212, 0.005403
2213, 0.005691
2214, 0.00579
2215, 0.005697
2216, 0.005585
2217, 0.005748
2218, 0.00537
2219, 0.005901
2220, 0.005666
2221, 0.005542
2222, 0.005985
2223, 0.005798
2224, 0.005615
2225, 0.005505
2226, 0.005658
2227, 0.005706
2228, 0.005677
2229, 0.005767
2230, 0.006101
2231, 0.005779
2232, 0.005519
2233, 0.005802
2234, 0.00578
2235, 0.005432
2236, 0.00569
2237, 0.006102
2238, 0.005769
2239, 0.005707
2240, 0.005953
2241, 0.005465
2242, 0.00602
2243, 0.005805
2244, 0.005925
2245, 0.006054
2246, 0.005773
2247, 0.005699
2248, 0.005798
2249, 0.005562
2250, 0.00586
2251, 0.005884
2252, 0.005983
2253, 0.005842
2254, 0.005923
2255, 0.00567
2256, 0.005981
2257, 0.005883
2258, 0.005635
2259, 0.005907
2260, 0.006039
2261, 0.005932
2262, 0.005961
2263, 0.005692
2264, 0.005896
2265, 0.006063
2266, 0.005707
2267, 0.006545
2268, 0.006057
2269, 0.0057
2270, 0.005885
2271, 0.005792
2272, 0.006037
2273, 0.005874
2274, 0.005977
2275, 0.006273
2276, 0.006117
2277, 0.005752
2278, 0.006055
2279, 0.00604
2280, 0.005815
2281, 0.006439
2282, 0.00622
2283, 0.006188
2284, 0.006043
2285, 0.005822
2286, 0.006079
2287, 0.006026
2288, 0.005952
2289, 0.006436
2290, 0.006371
2291, 0.00618
2292, 0.00629
2293, 0.006081
2294, 0.006092
2295, 0.006304
2296, 0.006252
2297, 0.006266
2298, 0.005751
2299, 0.005934
2300, 0.00604
2301, 0.005748
2302, 0.006204
2303, 0.006143
2304, 0.006271
2305, 0.006314
2306, 0.006021
2307, 0.006072
2308, 0.006077
2309, 0.005934
2310, 0.006132
2311, 0.006527
2312, 0.006153
2313, 0.006014
2314, 0.006085
2315, 0.00617
2316, 0.006092
2317, 0.005918
2318, 0.006388
2319, 0.006464
2320, 0.005948
2321, 0.006154
2322, 0.006246
2323, 0.00614
2324, 0.006255
2325, 0.006223
2326, 0.006477
2327, 0.006355
2328, 0.006455
2329, 0.00667
2330, 0.006088
2331, 0.006303
2332, 0.006343
2333, 0.006306
2334, 0.006252
2335, 0.00637
2336, 0.006241
2337, 0.006246
2338, 0.006072
2339, 0.006413
2340, 0.006559
2341, 0.006222
2342, 0.006456
2343, 0.006389
2344, 0.006353
2345, 0.006526
2346, 0.006358
2347, 0.006627
2348, 0.006254
2349, 0.006515
2350, 0.006383
2351, 0.006109
2352, 0.006374
2353, 0.006541
2354, 0.006692
2355, 0.006405
2356, 0.006073
2357, 0.006422
2358, 0.006604
2359, 0.006122
2360, 0.00654
2361, 0.006559
2362, 0.006379
2363, 0.006399
2364, 0.006106
2365, 0.006598
2366, 0.006329
2367, 0.006751
2368, 0.00672
2369, 0.006217
2370, 0.006523
2371, 0.00632
2372, 0.006526
2373, 0.006575
2374, 0.006663
2375, 0.006689
2376, 0.00677
2377, 0.00664
2378, 0.006605
2379, 0.006067
2380, 0.006588
2381, 0.006745
2382, 0.006493
2383, 0.006583
2384, 0.006118
2385, 0.006612
2386, 0.006659
2387, 0.006695
2388, 0.00684
2389, 0.00631
2390, 0.006457
2391, 0.006498
2392, 0.006737
2393, 0.006773
2394, 0.006946
2395, 0.007062
2396, 0.006562
2397, 0.006743
2398, 0.006614
2399, 0.006274
2400, 0.006756
2401, 0.006776
2402, 0.006679
2403, 0.006604
2404, 0.006358
2405, 0.006763
2406, 0.006407
2407, 0.007152
2408, 0.006821
2409, 0.00653
2410, 0.006542
2411, 0.006437
2412, 0.006742
2413, 0.006861
2414, 0.006986
2415, 0.006847
2416, 0.006501
2417, 0.007015
2418, 0.006857
2419, 0.006926
2420, 0.006945
2421, 0.007072
2422, 0.006731
2423, 0.006489
2424, 0.006943
2425, 0.006843
2426, 0.006691
2427, 0.007035
2428, 0.006799
2429, 0.006845
2430, 0.006729
2431, 0.006929
2432, 0.007043
2433, 0.00673
2434, 0.007146
2435, 0.006542
2436, 0.006801
2437, 0.007016
2438, 0.006808
2439, 0.006744
2440, 0.007004
2441, 0.006962
2442, 0.007047
2443, 0.007049
2444, 0.007298
2445, 0.006939
2446, 0.006951
2447, 0.006842
2448, 0.006712
2449, 0.006955
2450, 0.0071
2451, 0.00713
2452, 0.006606
2453, 0.007638
2454, 0.007183
2455, 0.006793
2456, 0.006798
2457, 0.006966
2458, 0.006748
2459, 0.006677
2460, 0.007398
2461, 0.006723
2462, 0.006777
2463, 0.007082
2464, 0.007907
2465, 0.007252
2466, 0.007333
2467, 0.006997
2468, 0.006798
2469, 0.006972
2470, 0.007059
2471, 0.006844
2472, 0.007161
2473, 0.007202
2474, 0.006988
2475, 0.006824
2476, 0.006939
2477, 0.007205
2478, 0.007418
2479, 0.007415
2480, 0.007361
2481, 0.007154
2482, 0.00705
2483, 0.007281
2484, 0.00722
2485, 0.00756
2486, 0.007293
2487, 0.007378
2488, 0.007299
2489, 0.007117
2490, 0.007275
2491, 0.007577
2492, 0.007248
2493, 0.00715
2494, 0.007465
2495, 0.007054
2496, 0.007369
2497, 0.007562
2498, 0.00716
2499, 0.007237
2500, 0.007287
2501, 0.007237
2502, 0.007376
2503, 0.007583
2504, 0.007114
2505, 0.007618
2506, 0.007322
2507, 0.0076
2508, 0.007496
2509, 0.007578
2510, 0.007434
2511, 0.007219
2512, 0.007755
2513, 0.007199
2514, 0.007667
2515, 0.007509
2516, 0.007877
2517, 0.007301
2518, 0.007769
2519, 0.0074
2520, 0.007584
2521, 0.00764
2522, 0.007459
2523, 0.007337
2524, 0.007306
2525, 0.007254
2526, 0.007441
2527, 0.007465
2528, 0.007129
2529, 0.007193
2530, 0.007385
2531, 0.007216
2532, 0.00752
2533, 0.00752
2534, 0.007313
2535, 0.006974
2536, 0.007561
2537, 0.007153
2538, 0.007566
2539, 0.007474
2540, 0.007314
2541, 0.00736
2542, 0.007355
2543, 0.007365
2544, 0.007666
2545, 0.007712
2546, 0.007119
2547, 0.007496
2548, 0.007474
2549, 0.007352
2550, 0.007825
2551, 0.007512
2552, 0.007452
2553, 0.007705
2554, 0.007797
2555, 0.007526
2556, 0.00798
2557, 0.007724
2558, 0.007419
2559, 0.008002
2560, 0.007993
2561, 0.007589
2562, 0.007915
2563, 0.007627
2564, 0.007564
2565, 0.007609
2566, 0.008151
2567, 0.00811
2568, 0.008202
2569, 0.007888
2570, 0.007884
2571, 0.00782
2572, 0.008029
2573, 0.008063
2574, 0.007824
2575, 0.007902
2576, 0.007851
2577, 0.007987
2578, 0.008388
2579, 0.008023
2580, 0.007721
2581, 0.00776
2582, 0.008001
2583, 0.007769
2584, 0.008205
2585, 0.007918
2586, 0.007932
2587, 0.007817
2588, 0.008004
2589, 0.008048
2590, 0.008559
2591, 0.007875
2592, 0.007904
2593, 0.007746
2594, 0.007608
2595, 0.007813
2596, 0.007922
2597, 0.007805
2598, 0.007819
2599, 0.008168
2600, 0.007721
2601, 0.008257
2602, 0.008145
2603, 0.008022
2604, 0.007958
2605, 0.008236
2606, 0.008003
2607, 0.008516
2608, 0.00803
2609, 0.008228
2610, 0.007982
2611, 0.008202
2612, 0.008315
2613, 0.00825
2614, 0.008254
2615, 0.008206
2616, 0.008159
2617, 0.008287
2618, 0.008448
2619, 0.007887
2620, 0.007659
2621, 0.008292
2622, 0.008105
2623, 0.008183
2624, 0.007782
2625, 0.008028
2626, 0.007836
2627, 0.008258
2628, 0.008314
2629, 0.008057
2630, 0.007915
2631, 0.008138
2632, 0.008074
2633, 0.008303
2634, 0.008036
2635, 0.007822
2636, 0.008011
2637, 0.007829
2638, 0.008095
2639, 0.008488
2640, 0.008924
2641, 0.009981
2642, 0.009776
2643, 0.009959
2644, 0.01021
2645, 0.009041
2646, 0.009097
2647, 0.00915
2648, 0.008341
2649, 0.008836
2650, 0.008567
2651, 0.008034
2652, 0.008344
2653, 0.008992
2654, 0.008367
2655, 0.00926
2656, 0.008573
2657, 0.008701
2658, 0.008269
2659, 0.008695
2660, 0.008863
2661, 0.009089
2662, 0.008604
2663, 0.008257
2664, 0.008509
2665, 0.008239
2666, 0.008899
2667, 0.008936
2668, 0.008392
2669, 0.007998
2670, 0.00815
2671, 0.008601
2672, 0.009237
2673, 0.00904
2674, 0.009703
2675, 0.008634
2676, 0.008823
2677, 0.009643
2678, 0.00905
2679, 0.009144
2680, 0.008846
2681, 0.008704
2682, 0.008716
2683, 0.008979
2684, 0.008747
2685, 0.008388
2686, 0.009021
2687, 0.008616
2688, 0.008704
2689, 0.008472
2690, 0.008959
2691, 0.008612
2692, 0.008678
2693, 0.008766
2694, 0.008841
2695, 0.008564
2696, 0.008667
2697, 0.008185
2698, 0.008833
2699, 0.008377
2700, 0.008452
2701, 0.008492
2702, 0.008434
2703, 0.008728
2704, 0.008546
2705, 0.008164
2706, 0.008514
2707, 0.008321
2708, 0.008724
2709, 0.008658
2710, 0.008912
2711, 0.008134
2712, 0.008549
2713, 0.008533
2714, 0.008658
2715, 0.008808
2716, 0.008538
2717, 0.008515
2718, 0.008063
2719, 0.008569
2720, 0.008598
2721, 0.00847
2722, 0.008442
2723, 0.008983
2724, 0.008229
2725, 0.008807
2726, 0.008259
2727, 0.008505
2728, 0.008465
2729, 0.008984
2730, 0.009181
2731, 0.008985
2732, 0.009227
2733, 0.008556
2734, 0.008668
2735, 0.009006
2736, 0.008783
2737, 0.008786
2738, 0.008796
2739, 0.009068
2740, 0.009165
2741, 0.008651
2742, 0.008707
2743, 0.008692
2744, 0.008715
2745, 0.008963
2746, 0.008872
2747, 0.008763
2748, 0.008428
2749, 0.008854
2750, 0.008764
2751, 0.009045
2752, 0.008641
2753, 0.008632
2754, 0.008439
2755, 0.00878
2756, 0.008522
2757, 0.008633
2758, 0.009041
2759, 0.009148
2760, 0.009035
2761, 0.008798
2762, 0.008859
2763, 0.008473
2764, 0.00883
2765, 0.008851
2766, 0.008795
2767, 0.008698
2768, 0.008857
2769, 0.008656
2770, 0.008919
2771, 0.008801
2772, 0.009079
2773, 0.009187
2774, 0.00888
2775, 0.009042
2776, 0.009063
2777, 0.009097
2778, 0.008699
2779, 0.009313
2780, 0.009105
2781, 0.008994
2782, 0.009076
2783, 0.009054
2784, 0.009383
2785, 0.008997
2786, 0.009297
2787, 0.009027
2788, 0.009198
2789, 0.009382
2790, 0.009062
2791, 0.008949
2792, 0.008934
2793, 0.008837
2794, 0.009866
2795, 0.009252
2796, 0.009268
2797, 0.008992
2798, 0.009088
2799, 0.009251
2800, 0.00905
2801, 0.00918
2802, 0.009247
2803, 0.008977
2804, 0.009521
2805, 0.009175
2806, 0.009227
2807, 0.009304
2808, 0.009437
2809, 0.00939
2810, 0.009293
2811, 0.009302
2812, 0.008917
2813, 0.009414
2814, 0.008823
2815, 0.009006
2816, 0.008873
2817, 0.009042
2818, 0.009367
2819, 0.009
2820, 0.009266
2821, 0.00911
2822, 0.009214
2823, 0.009298
2824, 0.009358
2825, 0.009376
2826, 0.009265
2827, 0.009959
2828, 0.00944
2829, 0.009416
2830, 0.00911
2831, 0.009195
2832, 0.009563
2833, 0.009157
2834, 0.009386
2835, 0.009122
2836, 0.009494
2837, 0.009682
2838, 0.010054
2839, 0.010952
2840, 0.01012
2841, 0.010608
2842, 0.010249
2843, 0.009346
2844, 0.00927
2845, 0.009216
2846, 0.009437
2847, 0.009022
2848, 0.009311
2849, 0.009492
2850, 0.00939
2851, 0.009536
2852, 0.009197
2853, 0.009162
2854, 0.009072
2855, 0.009548
2856, 0.009369
2857, 0.00916
2858, 0.009351
2859, 0.009114
2860, 0.00954
2861, 0.009067
2862, 0.009386
2863, 0.009276
2864, 0.009566
2865, 0.009479
2866, 0.009327
2867, 0.009565
2868, 0.009415
2869, 0.009619
2870, 0.00926
2871, 0.009324
2872, 0.009601
2873, 0.00945
2874, 0.009525
2875, 0.009051
2876, 0.009428
2877, 0.009432
2878, 0.009819
2879, 0.00947
2880, 0.009784
2881, 0.009628
2882, 0.009523
2883, 0.009502
2884, 0.0093
2885, 0.009444
2886, 0.009671
2887, 0.009714
2888, 0.009536
2889, 0.009653
2890, 0.009633
2891, 0.010816
2892, 0.011955
2893, 0.009596
2894, 0.009684
2895, 0.009588
2896, 0.009584
2897, 0.010334
2898, 0.009817
2899, 0.009594
2900, 0.009173
2901, 0.010206
2902, 0.009486
2903, 0.009689
2904, 0.009818
2905, 0.010365
2906, 0.009957
2907, 0.009364
2908, 0.009648
2909, 0.009631
2910, 0.009876
2911, 0.009717
2912, 0.00976
2913, 0.00938
2914, 0.009697
2915, 0.009861
2916, 0.009702
2917, 0.009824
2918, 0.009514
2919, 0.009981
2920, 0.009473
2921, 0.010244
2922, 0.009522
2923, 0.009984
2924, 0.01002
2925, 0.009855
2926, 0.009742
2927, 0.010094
2928, 0.010154
2929, 0.009548
2930, 0.00978
2931, 0.009844
2932, 0.009965
2933, 0.010719
2934, 0.009764
2935, 0.009883
2936, 0.01013
2937, 0.009968
2938, 0.009934
2939, 0.009691
2940, 0.01015
2941, 0.010338
2942, 0.010409
2943, 0.011434
2944, 0.012057
2945, 0.010302
2946, 0.01007
2947, 0.010094
2948, 0.010084
2949, 0.010082
2950, 0.009769
2951, 0.009771
2952, 0.009967
2953, 0.010337
2954, 0.01026
2955, 0.010245
2956, 0.010038
2957, 0.009961
2958, 0.010236
2959, 0.009765
2960, 0.010004
2961, 0.010098
2962, 0.010207
2963, 0.010022
2964, 0.009773
2965, 0.009933
2966, 0.010693
2967, 0.010861
2968, 0.009955
2969, 0.010082
2970, 0.009838
2971, 0.010292
2972, 0.010008
2973, 0.009975
2974, 0.010116
2975, 0.01009
2976, 0.010329
2977, 0.009958
2978, 0.009741
2979, 0.010195
2980, 0.010476
2981, 0.010048
2982, 0.010339
2983, 0.010738
2984, 0.010543
2985, 0.009872
2986, 0.010257
2987, 0.010573
2988, 0.010455
2989, 0.010625
2990, 0.010623
2991, 0.009923
2992, 0.01035
2993, 0.010354
2994, 0.010119
2995, 0.010489
2996, 0.011146
2997, 0.010903
2998, 0.010759
2999, 0.010417
3000, 0.010215
3001, 0.011658
3002, 0.010555
3003, 0.010903
3004, 0.010446
3005, 0.010826
3006, 0.010306
3007, 0.010393
3008, 0.01031
3009, 0.010482
3010, 0.010177
3011, 0.010348
3012, 0.010372
3013, 0.010442
3014, 0.010423
3015, 0.010368
3016, 0.010311
3017, 0.01031
3018, 0.010594
3019, 0.010528
3020, 0.010493
3021, 0.01049
3022, 0.010661
3023, 0.010412
3024, 0.010269
3025, 0.010108
3026, 0.010904
3027, 0.009879
3028, 0.010425
3029, 0.010322
3030, 0.010857
3031, 0.010743
3032, 0.010968
3033, 0.010401
3034, 0.011212
3035, 0.010393
3036, 0.010445
3037, 0.010695
3038, 0.010918
3039, 0.010878
3040, 0.010552
3041, 0.011079
3042, 0.010692
3043, 0.010931
3044, 0.010489
3045, 0.010562
3046, 0.01053
3047, 0.010891
3048, 0.010926
3049, 0.011071
3050, 0.01049
3051, 0.011361
3052, 0.011239
3053, 0.011804
3054, 0.011983
3055, 0.011617
3056, 0.011391
3057, 0.0112
3058, 0.01145
3059, 0.010987
3060, 0.011372
3061, 0.010352
3062, 0.011347
3063, 0.010953
3064, 0.011221
3065, 0.011603
3066, 0.012381
3067, 0.011038
3068, 0.011286
3069, 0.011169
3070, 0.01229
3071, 0.010876
3072, 0.011896
3073, 0.011379
3074, 0.011722
3075, 0.012049
3076, 0.012225
3077, 0.011714
3078, 0.011328
3079, 0.011018
3080, 0.012786
3081, 0.011564
3082, 0.011048
3083, 0.011307
3084, 0.010811
3085, 0.01283
3086, 0.011413
3087, 0.011166
3088, 0.011084
3089, 0.01153
3090, 0.011181
3091, 0.011092
3092, 0.011017
3093, 0.011976
3094, 0.011048
3095, 0.010893
3096, 0.011384
3097, 0.01175
3098, 0.011364
3099, 0.010891
3100, 0.01113
3101, 0.010881
3102, 0.010895
3103, 0.010823
3104, 0.011021
3105, 0.011218
3106, 0.010658
3107, 0.010475
3108, 0.011268
3109, 0.010846
3110, 0.010998
3111, 0.011342
3112, 0.01134
3113, 0.010617
3114, 0.010924
3115, 0.011154
3116, 0.011882
3117, 0.011587
3118, 0.011806
3119, 0.011121
3120, 0.011406
3121, 0.011297
3122, 0.011003
3123, 0.011416
3124, 0.013255
3125, 0.012525
3126, 0.012456
3127, 0.012294
3128, 0.011965
3129, 0.011108
3130, 0.011418
3131, 0.011398
3132, 0.011675
3133, 0.011394
3134, 0.011107
3135, 0.0118
3136, 0.011435
3137, 0.011582
3138, 0.011985
3139, 0.011957
3140, 0.011692
3141, 0.011735
3142, 0.011493
3143, 0.011629
3144, 0.011348
3145, 0.011436
3146, 0.011344
3147, 0.011683
3148, 0.011125
3149, 0.011328
3150, 0.01119
3151, 0.011426
3152, 0.011264
3153, 0.011695
3154, 0.011626
3155, 0.01165
3156, 0.011462
3157, 0.011224
3158, 0.011639
3159, 0.011355
3160, 0.011677
3161, 0.011104
3162, 0.012395
3163, 0.011603
3164, 0.011905
3165, 0.012056
3166, 0.01233
3167, 0.011607
3168, 0.011618
3169, 0.012303
3170, 0.012428
3171, 0.01211
3172, 0.011478
3173, 0.012171
3174, 0.011552
3175, 0.011809
3176, 0.011819
3177, 0.012161
3178, 0.011557
